iso_code,year,date,total_cases,total_deaths,vaccinated_rate,fully_vaccinated_rate,booster_rate,population,country,cases_per_million,deaths_per_million
GMB,2022,2022-12-31,12586.0,372.0,20.28,16.79,1.15,2636470.0,Gambia,4773.807401563454,141.0977557112351
GEO,2020,2020-12-31,221605.0,2377.0,,,,3722716.0,Georgia,59527.774882639445,638.5123119786737
GEO,2021,2021-12-31,924368.0,13512.0,36.43,30.68,,3708610.0,Georgia,249249.17961176828,3643.413570043763
GEO,2022,2022-12-31,1809179.0,16898.0,44.19,34.08,2.16,3712502.0,Georgia,487320.68023128336,4551.647379583903
DEU,2020,2020-12-31,1660178.0,47009.0,0.25,,,83160871.0,Germany,19963.451320753964,565.2778696846501
DEU,2021,2021-12-31,7014043.0,117692.0,75.27,70.96,41.19,83196078.0,Germany,84307.37564335665,1414.6339927225897
DEU,2022,2022-12-31,37241936.0,165738.0,77.8,76.23,77.23,83177813.0,Germany,447738.82188991917,1992.574630448627
GHA,2020,2020-12-31,54681.0,335.0,,,,31887809.0,Ghana,1714.7932615878376,10.50558224304467
GHA,2021,2021-12-31,141295.0,1287.0,17.25,6.97,,32518665.0,Ghana,4345.043069880021,39.57727046912904
GHA,2022,2022-12-31,171038.0,1461.0,36.33,27.43,8.2,33149152.0,Ghana,5159.649332809478,44.07352562140956
GIB,2020,2020-12-31,1526.0,6.0,,,,36173.0,Gibraltar,42186.16094877395,165.86957122715836
GIB,2021,2021-12-31,8142.0,100.0,126.0,122.61,82.89,36858.0,Gibraltar,220901.83949210483,2713.115198871344
GIB,2022,2022-12-31,20275.0,110.0,129.07,126.89,150.47,37609.0,Gibraltar,539099.6835863756,2924.831822170225
GRC,2020,2020-12-31,139692.0,4682.0,0.02,,,10698599.0,Greece,13057.036720415448,437.6273940167306
GRC,2021,2021-12-31,1085087.0,20505.0,71.92,67.8,33.99,10569207.0,Greece,102664.9397632197,1940.0698652226226
GRC,2022,2022-12-31,5023163.0,34976.0,76.38,73.6,67.6,10436882.0,Greece,481289.6227053252,3351.1924346754136
GRL,2020,2020-12-31,26.0,0.0,,,,56367.0,Greenland,461.2627956073589,0.0
GRL,2021,2021-12-31,2141.0,1.0,71.6,67.36,,56653.0,Greenland,37791.46735389123,17.65131590560076
GRL,2022,2022-12-31,11971.0,21.0,72.98,68.17,,56661.0,Greenland,211274.06858332892,370.62529782390004
GRD,2020,2020-12-31,116.0,0.0,,,,116341.0,Grenada,997.0689610713334,0.0
GRD,2021,2021-12-31,5956.0,200.0,32.91,28.26,,116688.0,Grenada,51042.09515974222,1713.9723022075964
GRD,2022,2022-12-31,19660.0,238.0,35.21,31.07,5.86,116913.0,Grenada,168159.22951254353,2035.7017611386243
GLP,2020,2020-12-31,8620.0,155.0,,,,,Guadeloupe,,
GLP,2021,2021-12-31,55795.0,831.0,,,,,Guadeloupe,,
GLP,2022,2022-12-31,199988.0,999.0,,,,,Guadeloupe,,
GUM,2020,2020-12-31,7094.0,121.0,,,,162158.0,Guam,43747.45618470874,746.1858187693484
GUM,2021,2021-12-31,15260.0,270.0,,,,163730.0,Guam,93202.22317229585,1649.056373297502
GUM,2022,2022-12-31,49938.0,411.0,,,,165180.0,Guam,302324.73665092624,2488.194696694515
GTM,2020,2020-12-31,135171.0,4763.0,,,,17357325.0,Guatemala,7787.547908447874,274.4086430368735
GTM,2021,2021-12-31,625029.0,16095.0,36.62,26.27,0.5,17598650.0,Guatemala,35515.735581990666,914.5587871796985
GTM,2022,2022-12-31,1195644.0,19990.0,49.63,39.38,22.82,17847877.0,Guatemala,66990.82473506512,1120.021165542546
GGY,2020,2020-12-31,297.0,16.0,,,,,Guernsey,,
GGY,2021,2021-12-31,6646.0,23.0,52.06,21.5,,,Guernsey,,
GGY,2022,2022-12-31,33794.0,60.0,85.62,83.23,109.49,,Guernsey,,
GIN,2020,2020-12-31,13674.0,80.0,,,,13371183.0,Guinea,1022.6469864334367,5.983015863293472
GIN,2021,2021-12-31,31130.0,389.0,14.62,6.68,,13710513.0,Guinea,2270.5204393154363,28.372388400054763
GIN,2022,2022-12-31,38211.0,466.0,43.92,23.77,1.62,14055137.0,Guinea,2718.6501277077555,33.15513751306729
GNB,2020,2020-12-31,2447.0,45.0,,,,2013255.0,Guinea-Bissau,1215.4446406441311,22.351863027783367
GNB,2021,2021-12-31,6466.0,149.0,18.56,1.1,,2058841.0,Guinea-Bissau,3140.601921177983,72.37081445337449
GNB,2022,2022-12-31,8947.0,176.0,25.82,17.16,0.04,2105529.0,Guinea-Bissau,4249.288421104625,83.5894447428651
GUY,2020,2020-12-31,6289.0,162.0,,,,807481.0,Guyana,7788.41855102473,200.62391560915984
GUY,2021,2021-12-31,39042.0,1042.0,50.76,36.37,1.37,815482.0,Guyana,47875.9800952075,1277.771918938738
GUY,2022,2022-12-31,72004.0,1286.0,61.01,47.0,9.91,821637.0,Guyana,87634.80709851187,1565.1680730054757
HTI,2020,2020-12-31,9846.0,235.0,,,,11243848.0,Haiti,875.678860119774,20.900318111735412
HTI,2021,2021-12-31,25974.0,766.0,1.07,0.64,,11374586.0,Haiti,2283.5116812163537,67.34311033386182
HTI,2022,2022-12-31,33912.0,860.0,3.44,2.05,,11503606.0,Haiti,2947.9451921423597,74.75916682125587
HMD,2020,,,,,,,,Heard Island and McDonald Islands,,
HMD,2021,,,,,,,,Heard Island and McDonald Islands,,
HMD,2022,,,,,,,,Heard Island and McDonald Islands,,
VAT,2020,2020-12-31,26.0,0.0,,,,,Holy See (Vatican City State),,
VAT,2021,2021-12-31,26.0,0.0,,,,,Holy See (Vatican City State),,
VAT,2022,2022-12-31,26.0,0.0,,,,,Holy See (Vatican City State),,
HND,2020,2020-12-31,118659.0,3061.0,,,,10119640.0,Honduras,11725.614745188564,302.4811159290251
HND,2021,2021-12-31,379073.0,10429.0,47.11,41.18,3.62,10289877.0,Honduras,36839.41022813003,1013.5203754136224
HND,2022,2022-12-31,463685.0,11063.0,61.76,55.19,43.05,10463872.0,Honduras,44312.94648864206,1057.2568165971447
HKG,2020,2020-12-31,,,,,,7481000.0,Hong Kong,,
HKG,2021,2021-12-31,,,65.11,62.25,5.17,7413100.0,Hong Kong,,
HKG,2022,2022-12-31,,,92.25,90.64,88.7,7346100.0,Hong Kong,,
HUN,2020,2020-12-31,316060.0,9047.0,,,,9670419.0,Hungary,32683.17536189487,935.5334034647309
HUN,2021,2021-12-31,1237330.0,38307.0,62.87,60.01,31.87,9630932.0,Hungary,128474.58584485904,3977.496674257486
HUN,2022,2022-12-31,2181419.0,48439.0,64.42,62.28,43.31,9605074.0,Hungary,227111.10814971337,5043.06369737495
ISL,2020,2020-12-31,5743.0,28.0,1.31,,,366463.0,Iceland,15671.432040888167,76.40607646610981
ISL,2021,2021-12-31,24206.0,37.0,77.3,76.14,53.88,372520.0,Iceland,64979.061526897895,99.32352625362397
ISL,2022,2022-12-31,207213.0,186.0,83.07,77.82,67.19,382003.0,Iceland,542438.1483915048,486.9071708860925
IND,2020,2020-12-31,10187850.0,147622.0,,,,1402617695.0,India,7263.454636510914,105.24749582600981
IND,2021,2021-12-31,34786802.0,479682.0,59.67,42.57,,1414203896.0,India,24598.15172224642,339.18871342156166
IND,2022,2022-12-31,44677106.0,530693.0,72.48,67.12,15.71,1425423212.0,India,31343.046488848675,372.30556899335807
IDN,2020,2020-12-31,713365.0,21237.0,,,,274814866.0,Indonesia,2595.802077170017,77.27747886826472
IDN,2021,2021-12-31,4261759.0,144055.0,58.47,41.26,,276758053.0,Indonesia,15398.861763202245,520.5087925661915
IDN,2022,2022-12-31,6716124.0,160537.0,73.89,62.63,24.34,278830529.0,Indonesia,24086.759882738665,575.751158152413
IRN,2020,2020-12-31,1194963.0,54574.0,,,,87723443.0,"Iran, Islamic Republic of",13621.934560867612,622.1142049793918
IRN,2021,2021-12-31,6182905.0,131348.0,67.19,57.81,4.26,88455488.0,"Iran, Islamic Republic of",69898.48950920942,1484.9050406007595
IRN,2022,2022-12-31,7560731.0,144673.0,73.53,66.08,31.88,89524246.0,"Iran, Islamic Republic of",84454.56217525697,1616.020312530753
IRQ,2020,2020-12-31,590779.0,12767.0,,,,42116605.0,Iraq,14027.222754540637,303.1345950130596
IRQ,2021,2021-12-31,2092312.0,24122.0,19.06,12.67,,43071211.0,Iraq,48577.970097009806,560.0492635324324
IRQ,2022,2022-12-31,2465373.0,25374.0,25.47,17.85,0.62,44070551.0,Iraq,55941.50615452936,575.7586284773249
IRL,2020,2020-12-31,85176.0,2230.0,,,,5039747.0,Ireland,16900.848395762725,442.4825293809392
IRL,2021,2021-12-31,696093.0,6054.0,78.37,77.33,45.39,5110585.0,Ireland,136206.12904393527,1184.6001974333662
IRL,2022,2022-12-31,1689764.0,8437.0,81.78,80.88,63.31,5212836.0,Ireland,324154.45258588606,1618.5047831928723
IMN,2020,2020-12-31,377.0,35.0,,,,84064.0,Isle of Man,4484.678340312143,416.3494480395889
IMN,2021,2021-12-31,13913.0,67.0,81.38,77.43,51.54,84106.0,Isle of Man,165422.20531234395,796.6137968753715
IMN,2022,2022-12-31,38008.0,116.0,82.29,79.38,63.08,84132.0,Isle of Man,451766.2720486854,1378.7857176817383
ISR,2020,2020-12-31,399105.0,3242.0,10.5,0.0,,9215100.0,Israel,43309.89354429143,351.8138707122006
ISR,2021,2021-12-31,1364768.0,8251.0,69.65,62.89,45.11,9371400.0,Israel,145631.17570480396,880.4447574535288
ISR,2022,2022-12-31,4756704.0,12026.0,71.14,65.18,60.63,9557500.0,Israel,497693.32984567096,1258.2788386084228
ITA,2020,2020-12-31,2039182.0,71627.0,0.07,,,59438851.0,Italy,34307.2244111852,1205.0535768263758
ITA,2021,2021-12-31,5622431.0,136530.0,82.13,75.73,33.38,59133173.0,Italy,95080.82713572634,2308.8563165720875
ITA,2022,2022-12-31,25060503.0,184168.0,86.27,81.2,79.67,59013667.0,Italy,424655.9191110764,3120.7686178864296
JAM,2020,2020-12-31,12684.0,294.0,,,,2830739.0,Jamaica,4480.808721680099,103.8598048071546
JAM,2021,2021-12-31,92355.0,2462.0,25.2,20.05,0.17,2837682.0,Jamaica,32545.930093646853,867.6095489205626
JAM,2022,2022-12-31,152791.0,3463.0,29.83,26.3,1.61,2839144.0,Jamaica,53815.86844485521,1219.7338352686584
JPN,2020,2020-12-31,217312.0,3213.0,,,,126261000.0,Japan,1721.1332081957216,25.44728776106636
JPN,2021,2021-12-31,1731789.0,18387.0,81.66,80.44,0.84,125681593.0,Japan,13779.177671626107,146.29827296985326
JPN,2022,2022-12-31,28266405.0,55813.0,84.35,83.22,133.48,125124989.0,Japan,225905.35452514605,446.05798127183056
JEY,2020,2020-12-31,2643.0,41.0,,,,,Jersey,,
JEY,2021,2021-12-31,17472.0,89.0,73.53,69.49,46.46,,Jersey,,
JEY,2022,2022-12-31,65386.0,146.0,76.12,73.86,66.45,,Jersey,,
JOR,2020,2020-12-31,286356.0,3729.0,,,,10865228.0,Jordan,26355.268384611903,343.204947010776
JOR,2021,2021-12-31,1051421.0,12444.0,38.38,34.86,,11066356.0,Jordan,95010.58885147017,1124.4893983168442
JOR,2022,2022-12-31,1746997.0,14122.0,42.72,40.39,6.04,11256263.0,Jordan,155202.21942220078,1254.5904444485705
KAZ,2020,2020-12-31,197142.0,2669.0,,,,19482117.0,Kazakhstan,10119.126170939226,136.99743205525357
KAZ,2021,2021-12-31,1069864.0,18185.0,46.33,43.9,,19743603.0,Kazakhstan,54187.88049982569,921.0578231339032
KAZ,2022,2022-12-31,1492221.0,19057.0,55.93,54.72,12.96,20034609.0,Kazakhstan,74482.16234217498,951.203989057136
KEN,2020,2020-12-31,95843.0,1655.0,,,,52217334.0,Kenya,1835.46329653674,31.694456097662897
KEN,2021,2021-12-31,281358.0,5359.0,10.98,7.69,0.01,53219166.0,Kenya,5286.779578620229,100.69680535767884
KEN,2022,2022-12-31,342470.0,5688.0,26.31,20.05,3.25,54252461.0,Kenya,6312.524698188346,104.84317015591238
KIR,2020,2020-12-31,0.0,0.0,,,,126099.0,Kiribati,0.0,0.0
KIR,2021,2021-12-31,0.0,0.0,45.33,17.28,,128377.0,Kiribati,0.0,0.0
KIR,2022,2022-12-31,3430.0,13.0,73.29,56.3,17.84,130469.0,Kiribati,26289.769983674283,99.6405276349171
PRK,2020,2020-12-31,0.0,0.0,,,,26136312.0,"Korea, Democratic People's Republic of",0.0,0.0
PRK,2021,2021-12-31,0.0,0.0,,,,26232534.0,"Korea, Democratic People's Republic of",0.0,0.0
PRK,2022,2022-12-31,0.0,0.0,,,,26328845.0,"Korea, Democratic People's Republic of",0.0,0.0
KOR,2020,2020-12-31,56855.0,808.0,,,,51836239.0,"Korea, Republic of",1096.8195435629502,15.587550632290277
KOR,2021,2021-12-31,611667.0,5300.0,84.84,81.67,35.68,51769539.0,"Korea, Republic of",11815.191168690917,102.37680501655616
KOR,2022,2022-12-31,28659055.0,31882.0,86.4,85.6,79.76,51672569.0,"Korea, Republic of",554628.0271066066,617.0004824029554
KWT,2020,2020-12-31,149449.0,929.0,,,,4400267.0,Kuwait,33963.62084391697,211.12355227535056
KWT,2021,2021-12-31,414911.0,2468.0,78.11,75.35,8.92,4360865.0,Kuwait,95144.19730947874,565.942765942078
KWT,2022,2022-12-31,662918.0,2570.0,80.93,78.32,34.13,4589643.0,Kuwait,144437.81357286396,559.9564061954273
KGZ,2020,2020-12-31,0.0,0.0,,,,6726596.0,Kyrgyzstan,0.0,0.0
KGZ,2021,2021-12-31,68891.0,860.0,18.57,14.95,,6851224.0,Kyrgyzstan,10055.283552252853,125.52501567603103
KGZ,2022,2022-12-31,88455.0,1024.0,24.69,20.53,,6975220.0,Kyrgyzstan,12681.320445806728,146.80540542090426
LAO,2020,2020-12-31,41.0,0.0,,,,7346533.0,Lao People's Democratic Republic,5.580863789763144,0.0
LAO,2021,2021-12-31,106231.0,325.0,49.73,41.16,,7453194.0,Lao People's Democratic Republic,14253.083979834686,43.60546632759056
LAO,2022,2022-12-31,217642.0,671.0,78.21,69.36,,7559007.0,Lao People's Democratic Republic,28792.40619832737,88.76827339887369
LVA,2020,2020-12-31,36330.0,632.0,0.13,0.0,,1900449.0,Latvia,19116.535092496564,332.5529914246581
LVA,2021,2021-12-31,271429.0,4815.0,71.01,68.22,13.97,1884490.0,Latvia,144033.1336329723,2555.0679494186757
LVA,2022,2022-12-31,970519.0,7011.0,72.74,70.57,28.61,1879383.0,Latvia,516402.98970459984,3730.4796308150067
LBN,2020,2020-12-31,169472.0,1379.0,,,,5702398.0,Lebanon,29719.426809563276,241.82808706091717
LBN,2021,2021-12-31,711259.0,9027.0,41.04,33.36,5.38,5718122.0,Lebanon,124386.81790979626,1578.6651631427242
LBN,2022,2022-12-31,1222126.0,10744.0,49.92,43.98,12.03,5744489.0,Lebanon,212747.55683229613,1870.31431342283
LSO,2020,2020-12-31,2577.0,64.0,,,,2235727.0,Lesotho,1152.6452022093931,28.626035289639567
LSO,2021,2021-12-31,28182.0,665.0,33.92,31.55,,2261542.0,Lesotho,12461.409073985804,294.0471589738329
LSO,2022,2022-12-31,34490.0,706.0,43.29,40.16,5.98,2286110.0,Lesotho,15086.763104137595,308.8215352717061
LBR,2020,2020-12-31,1821.0,89.0,,,,5149463.0,Liberia,353.6291065689762,17.283355565424976
LBR,2021,2021-12-31,6228.0,287.0,14.8,14.24,,5259323.0,Liberia,1184.1828311362508,54.56976116507771
LBR,2022,2022-12-31,8050.0,294.0,73.62,70.36,0.04,5373294.0,Liberia,1498.1499244225236,54.715040718039994
LBY,2020,2020-12-31,97653.0,1415.0,,,,7045399.0,Libya,13860.535081121736,200.84029307637508
LBY,2021,2021-12-31,384663.0,5641.0,27.22,12.12,,7135175.0,Libya,53910.80106654707,790.5902798459744
LBY,2022,2022-12-31,507121.0,6437.0,33.89,18.05,2.61,7223805.0,Libya,70201.36894614404,891.0816391084754
LIE,2020,2020-12-31,2088.0,39.0,0.0,,,38901.0,Liechtenstein,53674.712732320506,1002.5449217243773
LIE,2021,2021-12-31,6059.0,69.0,66.46,,30.93,39182.0,Liechtenstein,154637.33346945024,1761.0127099178194
LIE,2022,2022-12-31,21281.0,87.0,68.0,,55.71,39493.0,Liechtenstein,538854.9869597143,2202.922036816651
LTU,2020,2020-12-31,134219.0,1617.0,0.35,,,2810369.0,Lithuania,47758.497193784875,575.3692842470153
LTU,2021,2021-12-31,516006.0,7302.0,69.74,66.62,23.71,2808380.0,Lithuania,183737.9556897571,2600.0754883598374
LTU,2022,2022-12-31,1286222.0,9469.0,71.14,68.36,34.3,2831639.0,Lithuania,454232.33681977115,3343.999711827673
LUX,2020,2020-12-31,38383.0,285.0,0.19,,,630419.0,Luxembourg,60884.90353241257,452.08028311329446
LUX,2021,2021-12-31,95888.0,635.0,71.71,5.85,32.26,640064.0,Luxembourg,149810.0189981002,992.0882911708829
LUX,2022,2022-12-31,364867.0,955.0,74.41,,70.4,653103.0,Luxembourg,558666.8565295214,1462.2502116817716
MAC,2020,,,,,,,685400.0,Macao,,
MAC,2021,2021-12-31,,,70.93,66.4,,682500.0,Macao,,
MAC,2022,2022-12-31,,,97.31,91.87,67.64,677300.0,Macao,,
MKD,2020,2020-12-31,81796.0,2896.0,,,,1856124.0,"Macedonia, the Former Yugoslav Republic of",44068.17647958865,1560.2405873745504
MKD,2021,2021-12-31,223309.0,8352.0,40.26,39.01,4.56,1837114.0,"Macedonia, the Former Yugoslav Republic of",121554.24214283926,4546.261146559223
MKD,2022,2022-12-31,345588.0,9876.0,40.81,40.03,7.72,1831712.0,"Macedonia, the Former Yugoslav Republic of",188669.3978092626,5391.67729424713
MDG,2020,2020-12-31,17714.0,261.0,,,,28953556.0,Madagascar,611.807406316516,9.014436775917956
MDG,2021,2021-12-31,50279.0,1027.0,1.99,1.83,,29691083.0,Madagascar,1693.4040432273891,34.58950958440957
MDG,2022,2022-12-31,67735.0,1416.0,7.09,6.84,0.38,30437261.0,Madagascar,2225.3973509640045,46.521925872370716
MWI,2020,2020-12-31,6343.0,188.0,,,,19533888.0,Malawi,324.7177418033727,9.624300088134015
MWI,2021,2021-12-31,70682.0,2328.0,7.32,3.46,,20047258.0,Malawi,3525.76896052318,116.12560680368357
MWI,2022,2022-12-31,88160.0,2685.0,22.48,15.16,2.5,20568728.0,Malawi,4286.118227631772,130.5379700679595
MYS,2020,2020-12-31,103900.0,451.0,,,,33889558.0,Malaysia,3065.841106573299,13.307933965972644
MYS,2021,2021-12-31,2741179.0,31334.0,76.72,75.62,18.71,34282399.0,Malaysia,79958.78584809657,913.9967130071615
MYS,2022,2022-12-31,5023306.0,36835.0,82.87,81.14,49.84,34695493.0,Malaysia,144782.66672849987,1061.665271624761
MDV,2020,2020-12-31,13644.0,48.0,,,,502118.0,Maldives,27172.89561417834,95.5950593286837
MDV,2021,2021-12-31,94864.0,261.0,75.75,70.15,4.95,516154.0,Maldives,183790.10915346968,505.6630385505102
MDV,2022,2022-12-31,185678.0,311.0,76.2,73.52,31.92,524106.0,Maldives,354275.66179360665,593.3914131874086
MLI,2020,2020-12-31,6574.0,250.0,,,,21713836.0,Mali,302.7562702417021,11.513396343234792
MLI,2021,2021-12-31,20011.0,653.0,3.88,1.74,,22388630.0,Mali,893.8018985529709,29.166590363054816
MLI,2022,2022-12-31,32768.0,743.0,14.62,11.83,,23072640.0,Mali,1420.210257690494,32.20264347729605
MLT,2020,2020-12-31,12616.0,227.0,,,,515490.0,Malta,24473.80162563774,440.3577178994743
MLT,2021,2021-12-31,47436.0,493.0,83.37,81.73,,518150.0,Malta,91548.77931101032,951.4619318730098
MLT,2022,2022-12-31,116237.0,834.0,89.74,88.38,,531113.0,Malta,218855.4977942547,1570.287302325494
MHL,2020,2020-12-31,4.0,0.0,,,,42706.0,Marshall Islands,93.66365381913549,0.0
MHL,2021,2021-12-31,4.0,0.0,,,,41367.0,Marshall Islands,96.69543355815021,0.0
MHL,2022,2022-12-31,15544.0,17.0,,,,40077.0,Marshall Islands,387853.3822391896,424.18344686478525
MTQ,2020,2020-12-31,6072.0,42.0,,,,,Martinique,,
MTQ,2021,2021-12-31,47828.0,775.0,,,,,Martinique,,
MTQ,2022,2022-12-31,227390.0,1079.0,,,,,Martinique,,
MRT,2020,2020-12-31,13516.0,337.0,,,,4600131.0,Mauritania,2938.1771953885664,73.25878328247607
MRT,2021,2021-12-31,40453.0,862.0,24.62,16.2,,4734874.0,Mauritania,8543.627560099805,182.05341895053596
MRT,2022,2022-12-31,63428.0,997.0,44.32,32.46,8.09,4875637.0,Mauritania,13009.171929739643,204.48610099562376
MUS,2020,2020-12-31,527.0,10.0,,,,1266014.0,Mauritius,416.26711868905085,7.898806806243848
MUS,2021,2021-12-31,90090.0,762.0,72.11,70.02,,1266334.0,Mauritius,71142.36844308059,601.7369825022466
MUS,2022,2022-12-31,291206.0,1039.0,86.48,83.74,49.2,1262523.0,Mauritius,230654.01580802887,822.9553045766295
MYT,2020,2020-12-31,5767.0,54.0,,,,,Mayotte,,
MYT,2021,2021-12-31,21288.0,185.0,,,,,Mayotte,,
MYT,2022,2022-12-31,41969.0,187.0,,,,,Mayotte,,
MEX,2020,2020-12-31,1453414.0,143890.0,0.02,,,126799054.0,Mexico,11462.341036077445,1134.7876459709234
MEX,2021,2021-12-31,4001979.0,303255.0,64.25,57.08,,127648148.0,Mexico,31351.641701844354,2375.710143479716
MEX,2022,2022-12-31,7245590.0,331322.0,76.22,64.19,44.73,128613117.0,Mexico,56336.32221198713,2576.1136012277816
FSM,2020,2020-12-31,0.0,0.0,,,,110916.0,"Micronesia, Federated States of",0.0,0.0
FSM,2021,2021-12-31,0.0,0.0,,,,111624.0,"Micronesia, Federated States of",0.0,0.0
FSM,2022,2022-12-31,22069.0,58.0,,,,112114.0,"Micronesia, Federated States of",196844.28349715468,517.3305742369374
MDA,2020,2020-12-31,140996.0,2960.0,,,,2635130.0,"Moldova, Republic of",53506.27862761989,1123.2842402462118
MDA,2021,2021-12-31,374349.0,10184.0,30.24,30.01,,2595809.0,"Moldova, Republic of",144212.84462762863,3923.24704937844
MDA,2022,2022-12-31,596100.0,11929.0,33.74,32.81,11.89,2528654.0,"Moldova, Republic of",235738.06459879444,4717.529563158898
MCO,2020,2020-12-31,645.0,3.0,,,,38050.0,Monaco,16951.379763469122,78.84362680683311
MCO,2021,2021-12-31,4605.0,38.0,79.13,70.34,29.04,38527.0,Monaco,119526.56578503388,986.3212811794327
MCO,2022,2022-12-31,16439.0,65.0,,,,38931.0,Monaco,422259.895712928,1669.6206108242789
MNG,2020,2020-12-31,1121.0,1.0,,,,3327204.0,Mongolia,336.9195276274013,0.3005526562242652
MNG,2021,2021-12-31,690950.0,1981.0,66.68,63.66,26.81,3383741.0,Mongolia,204197.07063868069,585.4466993779962
MNG,2022,2022-12-31,1007314.0,2136.0,66.88,64.02,30.73,3433748.0,Mongolia,293356.9964947923,622.0607918810582
MNE,2020,2020-12-31,35210.0,543.0,,,,626590.0,Montenegro,56193.0448937902,866.595381349846
MNE,2021,2021-12-31,158010.0,2276.0,45.27,43.51,12.4,625053.0,Montenegro,252794.5630210558,3641.291218504671
MNE,2022,2022-12-31,243973.0,2616.0,46.69,45.43,16.19,623591.0,Montenegro,391238.8087704922,4195.057337261122
MSR,2020,2020-12-31,13.0,1.0,,,,,Montserrat,,
MSR,2021,2021-12-31,45.0,1.0,35.06,33.36,,,Montserrat,,
MSR,2022,2022-12-31,1403.0,8.0,47.68,44.23,12.76,,Montserrat,,
MAR,2020,2020-12-31,430562.0,7204.0,,,,36584208.0,Morocco,11769.067134103327,196.91556531714448
MAR,2021,2021-12-31,955587.0,14827.0,65.75,61.39,,36954442.0,Morocco,25858.515195548076,401.2237554554335
MAR,2022,2022-12-31,1271244.0,16294.0,66.78,62.78,18.33,37329064.0,Morocco,34055.073012278044,436.49634504631564
MOZ,2020,2020-12-31,18162.0,159.0,,,,30783688.0,Mozambique,589.9877883377716,5.165073138735034
MOZ,2021,2021-12-31,164862.0,1960.0,26.19,18.46,,31707800.0,Mozambique,5199.4146550691,61.814443133866114
MOZ,2022,2022-12-31,230970.0,2230.0,56.36,55.96,3.01,32656246.0,Mozambique,7072.766416568518,68.28708970406457
MMR,2020,2020-12-31,121886.0,2601.0,,,,53016522.0,Myanmar,2299.019162366026,49.06017788190632
MMR,2021,2021-12-31,529613.0,19254.0,34.75,24.05,,53387102.0,Myanmar,9920.242533486833,360.6489072959982
MMR,2022,2022-12-31,633612.0,19490.0,64.19,50.84,4.11,53756787.0,Myanmar,11786.641936021959,362.5588709384733
NRU,2020,2020-12-31,0.0,0.0,,,,11643.0,Nauru,0.0,0.0
NRU,2021,2021-12-31,0.0,0.0,59.98,57.13,,11709.0,Nauru,0.0,0.0
NRU,2022,2022-12-31,4621.0,1.0,90.79,67.65,39.91,11801.0,Nauru,391576.98500127107,84.73858147614608
NPL,2020,2020-12-31,258181.0,2720.0,,,,28966574.0,Nepal,8913.066488290951,93.90133607101758
NPL,2021,2021-12-31,827271.0,11585.0,40.11,31.88,,29475010.0,Nepal,28066.86070674785,393.0448200017574
NPL,2022,2022-12-31,1000966.0,12019.0,90.24,78.75,28.4,29715436.0,Nepal,33685.051769053636,404.46991927024055
NLD,2020,2020-12-31,773198.0,11539.0,,,,17441500.0,Netherlands,44330.93483932001,661.5830060487916
NLD,2021,2021-12-31,3085502.0,20960.0,70.68,65.97,26.29,17533044.0,Netherlands,175982.10556022104,1195.4569896704759
NLD,2022,2022-12-31,8566067.0,22976.0,71.61,66.98,53.48,17700982.0,Netherlands,483931.7389283826,1298.0070823189358
NCL,2020,2020-12-31,38.0,0.0,,,,284176.0,New Caledonia,133.7199482011148,0.0
NCL,2021,2021-12-31,12717.0,280.0,62.94,59.74,,285214.0,New Caledonia,44587.572840042914,981.7189899514049
NCL,2022,2022-12-31,79162.0,314.0,66.1,63.5,32.49,287123.0,New Caledonia,275707.6235620274,1093.6079659240118
NZL,2020,2020-12-31,1789.0,25.0,,,,5072400.0,New Zealand,352.693005283495,4.928633388534028
NZL,2021,2021-12-31,13529.0,50.0,76.59,74.37,6.9,5084600.0,New Zealand,2660.7796090154584,9.833615230303268
NZL,2022,2022-12-31,2027981.0,2288.0,82.92,79.81,67.84,5081700.0,New Zealand,399075.3094436901,450.24302890764903
NIC,2020,2020-12-31,4790.0,164.0,,,,6565267.0,Nicaragua,729.5971359580653,24.979943694597644
NIC,2021,2021-12-31,13531.0,216.0,70.22,41.82,,6644741.0,Nicaragua,2036.3472406223207,32.50691035211154
NIC,2022,2022-12-31,15365.0,245.0,88.76,85.36,,6730654.0,Nicaragua,2282.8390822050874,36.40062317866882
NER,2020,2020-12-31,3109.0,101.0,,,,23717613.0,Niger,131.08401760328917,4.258438654851144
NER,2021,2021-12-31,7268.0,274.0,1.94,1.77,,24502140.0,Niger,296.62715175082667,11.182696695064186
NER,2022,2022-12-31,9486.0,314.0,23.17,20.25,,25311973.0,Niger,374.7633580361357,12.405196544733988
NGA,2020,2020-12-31,83576.0,1247.0,,,,213996181.0,Nigeria,390.5490257323798,5.827206794872661
NGA,2021,2021-12-31,236014.0,3014.0,4.72,2.05,,218529286.0,Nigeria,1080.0108503534852,13.792201746359982
NGA,2022,2022-12-31,266415.0,3155.0,33.11,27.39,3.8,223150896.0,Nigeria,1193.878244611664,14.138415110822589
NIU,2020,2020-12-31,0.0,0.0,,,,,Niue,,
NIU,2021,2021-12-31,0.0,0.0,61.58,58.91,,,Niue,,
NIU,2022,2022-12-31,335.0,0.0,83.81,83.71,62.7,,Niue,,
NFK,2020,,,,,,,,Norfolk Island,,
NFK,2021,,,,,,,,Norfolk Island,,
NFK,2022,,,,,,,,Norfolk Island,,
